"The day ahead auction data provided in the download is for private and internal use only. The utilization of any data, whether in its raw or derived form, for external or commercial purposes is expressly prohibited. Should you require licensing for market-related data, please direct your inquiries to the original data providers, including but not limited to EPEX SPOT SE and Nord Pool AS.",,,,
Date (GMT+3),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (RO)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2026-04-25T18:30+03:00,,,,2.88
2026-04-25T18:45+03:00,,,,104.05
2026-04-25T19:00+03:00,,,,10.51
2026-04-25T19:15+03:00,,,,109.72
2026-04-25T19:30+03:00,,,,168.24
2026-04-25T19:45+03:00,,,,134.53
2026-04-25T20:00+03:00,,,,121.92
2026-04-25T20:15+03:00,,,,135.69
2026-04-25T20:30+03:00,,,,154.39
2026-04-25T20:45+03:00,,,,186.45
2026-04-25T21:00+03:00,,,,178.43
2026-04-25T21:15+03:00,,,,163.66
2026-04-25T21:30+03:00,,,,142.95
2026-04-25T21:45+03:00,,,,170.86
2026-04-25T22:00+03:00,,,,143.49
2026-04-25T22:15+03:00,,,,135.92
2026-04-25T22:30+03:00,,,,129.76
2026-04-25T22:45+03:00,,,,137.16
2026-04-25T23:00+03:00,,,,120.81
2026-04-25T23:15+03:00,,,,120.76
2026-04-25T23:30+03:00,,,,119.24
2026-04-25T23:45+03:00,,,,117.86
2026-04-26T00:00+03:00,,,,114.01
2026-04-26T00:15+03:00,,,,108.86
2026-04-26T00:30+03:00,,,,111.53
2026-04-26T00:45+03:00,,,,106.64
2026-04-26T01:00+03:00,,,,
2026-04-26T01:15+03:00,,,,
2026-04-26T01:30+03:00,,,,
2026-04-26T01:45+03:00,,,,
2026-04-26T02:00+03:00,,,,
2026-04-26T02:15+03:00,,,,
2026-04-26T02:30+03:00,,,,
2026-04-26T02:45+03:00,,,,
2026-04-26T03:00+03:00,,,,
2026-04-26T03:15+03:00,,,,
2026-04-26T03:30+03:00,,,,
2026-04-26T03:45+03:00,,,,
2026-04-26T04:00+03:00,,,,
2026-04-26T04:15+03:00,,,,
2026-04-26T04:30+03:00,,,,
2026-04-26T04:45+03:00,,,,
2026-04-26T05:00+03:00,,,,
2026-04-26T05:15+03:00,,,,
2026-04-26T05:30+03:00,,,,
2026-04-26T05:45+03:00,,,,
2026-04-26T06:00+03:00,,,,
2026-04-26T06:15+03:00,,,,
2026-04-26T06:30+03:00,,,,
2026-04-26T06:45+03:00,,,,
2026-04-26T07:00+03:00,,,,
2026-04-26T07:15+03:00,,,,
2026-04-26T07:30+03:00,,,,
2026-04-26T07:45+03:00,,,,
2026-04-26T08:00+03:00,,,,
2026-04-26T08:15+03:00,,,,
2026-04-26T08:30+03:00,,,,
2026-04-26T08:45+03:00,,,,
2026-04-26T09:00+03:00,,,,
2026-04-26T09:15+03:00,,,,
2026-04-26T09:30+03:00,,,,
2026-04-26T09:45+03:00,,,,
2026-04-26T10:00+03:00,,,,
2026-04-26T10:15+03:00,,,,
2026-04-26T10:30+03:00,,,,
2026-04-26T10:45+03:00,,,,
2026-04-26T11:00+03:00,,,,
2026-04-26T11:15+03:00,,,,
2026-04-26T11:30+03:00,,,,
2026-04-26T11:45+03:00,,,,
2026-04-26T12:00+03:00,,,,
2026-04-26T12:15+03:00,,,,
2026-04-26T12:30+03:00,,,,
2026-04-26T12:45+03:00,,,,
2026-04-26T13:00+03:00,,,,
2026-04-26T13:15+03:00,,,,
2026-04-26T13:30+03:00,,,,
2026-04-26T13:45+03:00,,,,
2026-04-26T14:00+03:00,,,,
2026-04-26T14:15+03:00,,,,
2026-04-26T14:30+03:00,,,,
2026-04-26T14:45+03:00,,,,
2026-04-26T15:00+03:00,,,,
2026-04-26T15:15+03:00,,,,
2026-04-26T15:30+03:00,,,,
2026-04-26T15:45+03:00,,,,
2026-04-26T16:00+03:00,,,,
2026-04-26T16:15+03:00,,,,
2026-04-26T16:30+03:00,,,,
2026-04-26T16:45+03:00,,,,
2026-04-26T17:00+03:00,,,,
2026-04-26T17:15+03:00,,,,
2026-04-26T17:30+03:00,,,,
2026-04-26T17:45+03:00,,,,
2026-04-26T18:00+03:00,,,,
2026-04-26T18:15+03:00,,,,
2026-04-26T18:30+03:00,,,,
2026-04-26T18:45+03:00,,,,
2026-04-26T19:00+03:00,,,,
2026-04-26T19:15+03:00,,,,
2026-04-26T19:30+03:00,,,,
2026-04-26T19:45+03:00,,,,
2026-04-26T20:00+03:00,,,,
2026-04-26T20:15+03:00,,,,
2026-04-26T20:30+03:00,,,,
2026-04-26T20:45+03:00,,,,
2026-04-26T21:00+03:00,,,,
2026-04-26T21:15+03:00,,,,
2026-04-26T21:30+03:00,,,,
2026-04-26T21:45+03:00,,,,
2026-04-26T22:00+03:00,,,,
2026-04-26T22:15+03:00,,,,
2026-04-26T22:30+03:00,,,,
2026-04-26T22:45+03:00,,,,
2026-04-26T23:00+03:00,,,,
2026-04-26T23:15+03:00,,,,
2026-04-26T23:30+03:00,,,,
2026-04-26T23:45+03:00,,,,
